CreatedById,CourseId,Id,QuestionText,QuestionType,Marks,DifficultyIndex,CorrectRate,TimesAnswered
1,65,5280,Which OSI layer handles routing?,TrueFalse,2,0.552,0.448,29.0
8,19,413,Which data structure uses LIFO?,ShortAnswer,5,0.551,0.449,69.0
5,108,2680,Output of 2**3 in Python?,TrueFalse,2,0.551,0.449,49.0
15,181,4591,Which data structure uses LIFO?,TrueFalse,2,0.55,0.45,20.0
4,182,4668,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,0.55,0.45,40.0
11,4,94,Overfitting in ML means?,TrueFalse,2,0.549,0.451,71.0
14,16,285,Which is NOT a supervised learning algorithm?,TrueFalse,3,0.548,0.452,42.0
3,151,3899,Which protocol is stateless?,ShortAnswer,3,0.548,0.452,42.0
5,103,2514,Which protocol is stateless?,TrueFalse,1,0.548,0.452,73.0
1,65,1457,What is the time complexity of binary search?,ShortAnswer,2,0.548,0.452,42.0
14,161,4164,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,2,0.547,0.453,64.0
2,176,4506,What is normalization in databases?,TrueFalse,3,0.547,0.453,53.0
8,55,1244,What is a foreign key?,ShortAnswer,2,0.545,0.455,33.0
12,141,3544,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,0.545,0.455,55.0
2,132,3407,Which sorting algorithm has worst-case O(n²)?,TrueFalse,5,0.545,0.455,33.0
12,176,4489,What is a foreign key?,TrueFalse,2,0.545,0.455,22.0
5,61,1377,Which sorting algorithm has worst-case O(n²)?,TrueFalse,1,0.545,0.455,33.0
7,68,1529,What is a deadlock?,ShortAnswer,1,0.545,0.455,33.0
12,13,230,What is the time complexity of binary search?,ShortAnswer,2,0.545,0.455,55.0
4,74,1707,Overfitting in ML means?,ShortAnswer,1,0.545,0.455,55.0
15,181,4589,Which algorithm underlies RSA?,ShortAnswer,2,0.544,0.456,57.0
9,61,1361,Which is NOT a supervised learning algorithm?,TrueFalse,2,0.544,0.456,57.0
7,191,4917,What does OOP stand for?,TrueFalse,2,0.544,0.456,57.0
7,114,2874,Output of 2**3 in Python?,TrueFalse,2,0.544,0.456,68.0
2,40,873,What does API stand for?,TrueFalse,5,0.543,0.457,46.0
6,184,4726,Which is NOT a supervised learning algorithm?,ShortAnswer,2,0.543,0.457,35.0
7,98,2408,Output of 2**3 in Python?,ShortAnswer,2,0.543,0.457,46.0
2,73,1677,What does SQL stand for?,TrueFalse,2,0.542,0.458,48.0
4,105,2563,Which OSI layer handles routing?,ShortAnswer,3,0.542,0.458,59.0
14,161,4155,Which OSI layer handles routing?,ShortAnswer,1,0.542,0.458,83.0
11,161,4192,Which is NOT a supervised learning algorithm?,TrueFalse,2,0.542,0.458,24.0
13,142,3578,Overfitting in ML means?,TrueFalse,1,0.541,0.459,85.0
9,87,2150,What is the time complexity of binary search?,ShortAnswer,5,0.541,0.459,37.0
8,55,1245,Which sorting algorithm has worst-case O(n²)?,TrueFalse,1,0.541,0.459,37.0
11,65,1465,What is a foreign key?,ShortAnswer,2,0.54,0.46,50.0
5,127,3174,Which is NOT a supervised learning algorithm?,ShortAnswer,1,0.538,0.462,39.0
11,28,5134,What is normalization in databases?,ShortAnswer,3,0.538,0.462,13.0
7,17,382,Which data structure uses LIFO?,MCQ,1,0.538,0.462,13.0
11,119,3058,Which OSI layer handles routing?,ShortAnswer,2,0.538,0.462,13.0
9,74,1692,What is a deadlock?,ShortAnswer,2,0.537,0.463,67.0
12,128,3196,What is normalization in databases?,ShortAnswer,2,0.537,0.463,54.0
12,156,4075,What is normalization in databases?,ShortAnswer,2,0.537,0.463,54.0
1,9,193,Which algorithm underlies RSA?,ShortAnswer,2,0.536,0.464,56.0
4,23,495,Output of 2**3 in Python?,TrueFalse,5,0.536,0.464,56.0
12,63,1428,What is normalization in databases?,ShortAnswer,2,0.536,0.464,28.0
8,19,418,Output of 2**3 in Python?,ShortAnswer,1,0.536,0.464,69.0
2,49,1099,Which is NOT a supervised learning algorithm?,ShortAnswer,2,0.536,0.464,28.0
6,143,3628,What does SQL stand for?,ShortAnswer,2,0.536,0.464,28.0
6,4,113,Overfitting in ML means?,TrueFalse,2,0.536,0.464,56.0
4,143,3609,What is the time complexity of binary search?,ShortAnswer,3,0.536,0.464,56.0
11,141,3571,Which data structure uses LIFO?,ShortAnswer,2,0.536,0.464,56.0
15,79,1844,What does API stand for?,TrueFalse,3,0.535,0.465,43.0
8,19,423,Which protocol is stateless?,TrueFalse,2,0.535,0.465,86.0
1,9,5311,Which algorithm underlies RSA?,ShortAnswer,2,0.535,0.465,43.0
3,37,797,What does SQL stand for?,TrueFalse,1,0.534,0.466,58.0
3,41,915,What is a deadlock?,TrueFalse,3,0.534,0.466,58.0
4,140,3512,Output of 2**3 in Python?,TrueFalse,2,0.533,0.467,45.0
3,149,3824,Which sorting algorithm has worst-case O(n²)?,TrueFalse,3,0.533,0.467,30.0
13,186,4750,What does OOP stand for?,TrueFalse,3,0.533,0.467,15.0
2,86,2087,Which algorithm underlies RSA?,TrueFalse,5,0.533,0.467,15.0
12,156,4067,Overfitting in ML means?,ShortAnswer,2,0.533,0.467,45.0
4,23,485,Which OSI layer handles routing?,ShortAnswer,5,0.532,0.468,47.0
12,156,4069,Output of 2**3 in Python?,TrueFalse,1,0.532,0.468,62.0
1,128,3223,What is a deadlock?,TrueFalse,2,0.532,0.468,77.0
3,186,4775,What is normalization in databases?,ShortAnswer,2,0.532,0.468,62.0
15,91,2247,What does SQL stand for?,TrueFalse,2,0.532,0.468,62.0
14,100,2446,Which protocol is stateless?,TrueFalse,2,0.532,0.468,47.0
11,173,4452,What does OOP stand for?,TrueFalse,3,0.532,0.468,62.0
12,143,3597,What is normalization in databases?,TrueFalse,5,0.532,0.468,47.0
7,20,436,Output of 2**3 in Python?,TrueFalse,2,0.531,0.469,32.0
12,97,2373,What is a deadlock?,TrueFalse,2,0.531,0.469,64.0
8,69,1547,What is normalization in databases?,TrueFalse,5,0.531,0.469,32.0
7,181,4636,What is the time complexity of binary search?,ShortAnswer,2,0.531,0.469,49.0
5,87,2168,What does SQL stand for?,TrueFalse,2,0.531,0.469,32.0
6,184,4720,Overfitting in ML means?,ShortAnswer,3,0.531,0.469,64.0
1,9,185,What does OOP stand for?,ShortAnswer,1,0.531,0.469,49.0
10,199,5044,What does OOP stand for?,TrueFalse,2,0.531,0.469,81.0
4,105,2571,Which algorithm underlies RSA?,TrueFalse,2,0.53,0.47,66.0
1,184,4707,Which OSI layer handles routing?,ShortAnswer,3,0.529,0.471,51.0
9,155,4000,Which data structure uses LIFO?,TrueFalse,3,0.529,0.471,51.0
13,48,1089,What is a foreign key?,ShortAnswer,2,0.529,0.471,68.0
7,16,275,What is normalization in databases?,TrueFalse,2,0.528,0.472,36.0
4,77,1789,What is normalization in databases?,TrueFalse,1,0.528,0.472,36.0
10,61,1367,What does API stand for?,TrueFalse,1,0.528,0.472,36.0
2,176,4508,Overfitting in ML means?,TrueFalse,2,0.528,0.472,53.0
15,91,2238,Which algorithm underlies RSA?,ShortAnswer,2,0.528,0.472,53.0
13,48,1087,Which is NOT a supervised learning algorithm?,TrueFalse,2,0.528,0.472,72.0
2,176,4501,What is a foreign key?,TrueFalse,2,0.526,0.474,76.0
14,100,2444,Output of 2**3 in Python?,ShortAnswer,3,0.525,0.475,61.0
2,155,4009,What is the time complexity of binary search?,TrueFalse,2,0.525,0.475,80.0
5,108,2681,What does SQL stand for?,ShortAnswer,2,0.525,0.475,40.0
12,128,3201,Which OSI layer handles routing?,TrueFalse,2,0.523,0.477,44.0
5,33,755,What is a foreign key?,ShortAnswer,5,0.523,0.477,44.0
3,151,3898,Which OSI layer handles routing?,ShortAnswer,2,0.523,0.477,44.0
15,117,2989,What does API stand for?,TrueFalse,2,0.523,0.477,44.0
1,123,3132,Output of 2**3 in Python?,ShortAnswer,1,0.522,0.478,46.0
14,16,266,What does OOP stand for?,TrueFalse,3,0.522,0.478,46.0
14,166,4296,Which OSI layer handles routing?,ShortAnswer,5,0.522,0.478,46.0
4,23,497,What does API stand for?,ShortAnswer,1,0.522,0.478,23.0
10,72,1667,Which data structure uses LIFO?,TrueFalse,2,0.522,0.478,46.0
13,28,594,Which data structure uses LIFO?,ShortAnswer,1,0.521,0.479,71.0
2,132,3402,What is the time complexity of binary search?,ShortAnswer,2,0.52,0.48,25.0
8,19,420,What is the time complexity of binary search?,ShortAnswer,2,0.52,0.48,75.0
1,123,3139,What is a deadlock?,TrueFalse,5,0.52,0.48,50.0
14,60,1316,What does API stand for?,ShortAnswer,5,0.519,0.481,52.0
10,199,5036,Which algorithm underlies RSA?,TrueFalse,2,0.519,0.481,81.0
1,159,4138,Which data structure uses LIFO?,ShortAnswer,2,0.519,0.481,27.0
7,181,4639,Which algorithm underlies RSA?,ShortAnswer,2,0.519,0.481,52.0
1,105,2556,Which OSI layer handles routing?,ShortAnswer,5,0.519,0.481,54.0
2,1,9,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,0.519,0.481,27.0
14,181,4633,Which is NOT a supervised learning algorithm?,TrueFalse,1,0.518,0.482,56.0
4,143,3610,What does SQL stand for?,ShortAnswer,1,0.517,0.483,60.0
4,77,1785,What is a foreign key?,ShortAnswer,2,0.517,0.483,29.0
11,78,1805,What does OOP stand for?,ShortAnswer,1,0.517,0.483,60.0
4,186,4788,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,3,0.516,0.484,31.0
4,54,1229,Overfitting in ML means?,TrueFalse,2,0.516,0.484,31.0
8,19,425,Overfitting in ML means?,TrueFalse,3,0.516,0.484,31.0
13,67,1505,What is the time complexity of binary search?,TrueFalse,3,0.516,0.484,31.0
11,53,1191,What is the time complexity of binary search?,TrueFalse,3,0.516,0.484,31.0
9,74,1693,What does SQL stand for?,ShortAnswer,5,0.516,0.484,64.0
7,160,4151,What does API stand for?,ShortAnswer,3,0.516,0.484,64.0
13,102,2461,What does SQL stand for?,TrueFalse,2,0.515,0.485,33.0
6,194,4951,Which protocol is stateless?,ShortAnswer,1,0.515,0.485,33.0
1,9,187,What is a deadlock?,TrueFalse,1,0.515,0.485,68.0
4,77,1788,What does API stand for?,TrueFalse,1,0.514,0.486,37.0
12,147,3740,Which data structure uses LIFO?,ShortAnswer,1,0.514,0.486,35.0
8,19,5077,What is normalization in databases?,ShortAnswer,5,0.513,0.487,78.0
9,153,3962,Which algorithm underlies RSA?,TrueFalse,3,0.513,0.487,39.0
10,199,5042,Which algorithm underlies RSA?,TrueFalse,3,0.512,0.488,80.0
8,156,4064,What is a foreign key?,ShortAnswer,2,0.512,0.488,43.0
1,9,190,What is the time complexity of binary search?,ShortAnswer,1,0.51,0.49,51.0
7,169,4388,Which is NOT a supervised learning algorithm?,ShortAnswer,2,0.51,0.49,49.0
1,105,2553,What does SQL stand for?,ShortAnswer,2,0.509,0.491,55.0
6,4,114,What does API stand for?,TrueFalse,2,0.509,0.491,53.0
2,86,2079,What is a foreign key?,TrueFalse,1,0.509,0.491,53.0
13,129,3325,Which protocol is stateless?,TrueFalse,5,0.508,0.492,63.0
12,128,3200,Output of 2**3 in Python?,TrueFalse,2,0.508,0.492,59.0
9,78,1820,Which is NOT a supervised learning algorithm?,TrueFalse,1,0.507,0.493,73.0
13,142,3580,What is a deadlock?,TrueFalse,3,0.506,0.494,85.0
13,28,600,Which algorithm underlies RSA?,TrueFalse,3,0.506,0.494,79.0
3,173,4432,What does SQL stand for?,TrueFalse,3,0.5,0.5,76.0
14,100,2447,Which is NOT a supervised learning algorithm?,TrueFalse,3,0.5,0.5,28.0
11,198,4997,Which OSI layer handles routing?,ShortAnswer,1,0.5,0.5,34.0
3,149,3828,Which algorithm underlies RSA?,ShortAnswer,5,0.5,0.5,14.0
15,180,4528,Output of 2**3 in Python?,ShortAnswer,1,0.5,0.5,50.0
11,52,1155,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,5,0.5,0.5,18.0
7,94,2330,Overfitting in ML means?,TrueFalse,2,0.5,0.5,44.0
7,98,2407,What is normalization in databases?,TrueFalse,5,0.5,0.5,56.0
14,16,289,Which is NOT a supervised learning algorithm?,TrueFalse,3,0.5,0.5,40.0
4,143,3607,What does API stand for?,ShortAnswer,2,0.5,0.5,54.0
11,173,4449,What is normalization in databases?,TrueFalse,2,0.5,0.5,98.0
5,89,2204,What is a deadlock?,ShortAnswer,2,0.5,0.5,36.0
11,4,91,What is the time complexity of binary search?,TrueFalse,1,0.5,0.5,74.0
6,68,1545,Which algorithm underlies RSA?,TrueFalse,2,0.5,0.5,26.0
2,110,2720,Which sorting algorithm has worst-case O(n²)?,TrueFalse,1,0.5,0.5,26.0
2,40,872,Output of 2**3 in Python?,ShortAnswer,1,0.5,0.5,38.0
13,80,1908,What is the time complexity of binary search?,TrueFalse,3,0.5,0.5,68.0
7,160,4150,What is a foreign key?,ShortAnswer,2,0.5,0.5,56.0
4,23,489,Which is NOT a supervised learning algorithm?,TrueFalse,2,0.5,0.5,60.0
8,63,1438,What is the time complexity of binary search?,ShortAnswer,2,0.5,0.5,28.0
3,186,4778,What does SQL stand for?,ShortAnswer,2,0.5,0.5,22.0
13,113,2837,Which algorithm underlies RSA?,MCQ,3,0.5,0.5,16.0
2,1,6,What does SQL stand for?,TrueFalse,2,0.5,0.5,32.0
7,43,957,Overfitting in ML means?,TrueFalse,2,0.5,0.5,14.0
1,184,4710,What does API stand for?,ShortAnswer,2,0.5,0.5,32.0
8,101,2456,What is a deadlock?,TrueFalse,5,0.5,0.5,68.0
6,139,3507,Output of 2**3 in Python?,ShortAnswer,2,0.5,0.5,28.0
14,16,287,What is a foreign key?,TrueFalse,5,0.5,0.5,42.0
2,110,2711,Which algorithm underlies RSA?,ShortAnswer,5,0.5,0.5,24.0
10,72,1668,What is the time complexity of binary search?,TrueFalse,3,0.5,0.5,32.0
2,155,4018,What is normalization in databases?,TrueFalse,3,0.5,0.5,20.0
4,105,2567,What does API stand for?,TrueFalse,1,0.5,0.5,66.0
2,14,244,Overfitting in ML means?,TrueFalse,2,0.5,0.5,6.0
11,5,128,Which OSI layer handles routing?,TrueFalse,2,0.5,0.5,26.0
12,48,1068,What does SQL stand for?,ShortAnswer,1,0.5,0.5,52.0
6,4,112,What is a deadlock?,ShortAnswer,2,0.5,0.5,42.0
11,198,5001,What is normalization in databases?,TrueFalse,2,0.5,0.5,36.0
11,173,4441,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,3,0.494,0.506,87.0
1,128,3231,What does SQL stand for?,TrueFalse,3,0.493,0.507,73.0
13,28,593,What is a deadlock?,ShortAnswer,1,0.493,0.507,69.0
6,184,4723,Which OSI layer handles routing?,TrueFalse,2,0.493,0.507,73.0
7,114,2867,Overfitting in ML means?,TrueFalse,1,0.493,0.507,67.0
12,13,234,What is a foreign key?,TrueFalse,1,0.492,0.508,63.0
10,72,1663,What is the time complexity of binary search?,ShortAnswer,5,0.491,0.509,55.0
10,82,2001,Which data structure uses LIFO?,TrueFalse,2,0.491,0.509,57.0
12,86,2100,What does API stand for?,TrueFalse,2,0.491,0.509,57.0
13,129,3323,Which data structure uses LIFO?,TrueFalse,2,0.491,0.509,57.0
14,161,4158,Which protocol is stateless?,TrueFalse,2,0.49,0.51,102.0
13,58,1263,What is normalization in databases?,TrueFalse,2,0.49,0.51,51.0
12,86,2093,Which protocol is stateless?,ShortAnswer,2,0.489,0.511,45.0
14,161,4163,What is the time complexity of binary search?,ShortAnswer,5,0.488,0.512,84.0
7,191,4923,What is normalization in databases?,ShortAnswer,5,0.488,0.512,43.0
4,181,4600,Output of 2**3 in Python?,TrueFalse,2,0.488,0.512,43.0
2,106,2597,What does OOP stand for?,TrueFalse,3,0.488,0.512,43.0
13,129,3327,What does OOP stand for?,TrueFalse,3,0.488,0.512,41.0
5,106,2609,Overfitting in ML means?,TrueFalse,2,0.488,0.512,82.0
11,173,4443,What does SQL stand for?,ShortAnswer,2,0.487,0.513,78.0
5,89,2207,Which data structure uses LIFO?,TrueFalse,2,0.487,0.513,39.0
13,48,1086,What does OOP stand for?,TrueFalse,5,0.487,0.513,76.0
4,186,4780,Output of 2**3 in Python?,TrueFalse,5,0.486,0.514,35.0
13,115,2893,What is normalization in databases?,TrueFalse,2,0.486,0.514,35.0
4,186,4787,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,3,0.485,0.515,33.0
6,68,1540,What is the time complexity of binary search?,ShortAnswer,3,0.485,0.515,33.0
6,143,3625,What is a deadlock?,TrueFalse,1,0.485,0.515,33.0
4,54,1227,Output of 2**3 in Python?,TrueFalse,1,0.485,0.515,33.0
6,184,4724,Which data structure uses LIFO?,ShortAnswer,3,0.485,0.515,68.0
1,159,4136,What is a foreign key?,ShortAnswer,2,0.485,0.515,33.0
8,156,4065,Output of 2**3 in Python?,ShortAnswer,3,0.483,0.517,29.0
5,87,2170,Which is NOT a supervised learning algorithm?,ShortAnswer,5,0.483,0.517,29.0
11,28,5125,Overfitting in ML means?,TrueFalse,2,0.483,0.517,58.0
12,128,3198,Which algorithm underlies RSA?,TrueFalse,3,0.483,0.517,58.0
11,28,5128,What is a foreign key?,TrueFalse,5,0.483,0.517,58.0
12,147,3736,Which is NOT a supervised learning algorithm?,ShortAnswer,5,0.483,0.517,58.0
9,142,3587,Which protocol is stateless?,ShortAnswer,1,0.482,0.518,56.0
7,16,279,Which is NOT a supervised learning algorithm?,ShortAnswer,2,0.481,0.519,27.0
11,32,735,What is normalization in databases?,ShortAnswer,3,0.481,0.519,27.0
4,77,1790,Overfitting in ML means?,ShortAnswer,2,0.481,0.519,27.0
12,43,959,Output of 2**3 in Python?,ShortAnswer,2,0.481,0.519,54.0
11,173,4445,Which protocol is stateless?,TrueFalse,1,0.48,0.52,98.0
11,161,4196,Output of 2**3 in Python?,ShortAnswer,1,0.48,0.52,25.0
7,20,444,Which is NOT a supervised learning algorithm?,TrueFalse,3,0.48,0.52,25.0
9,155,4001,Which algorithm underlies RSA?,TrueFalse,3,0.48,0.52,50.0
3,186,4769,What is a deadlock?,TrueFalse,2,0.478,0.522,67.0
7,29,649,Which data structure uses LIFO?,ShortAnswer,3,0.478,0.522,46.0
13,67,1500,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,0.478,0.522,46.0
2,176,4496,Overfitting in ML means?,ShortAnswer,1,0.477,0.523,65.0
14,161,4162,Output of 2**3 in Python?,TrueFalse,1,0.476,0.524,105.0
11,52,1158,What is a deadlock?,ShortAnswer,2,0.476,0.524,21.0
1,105,2558,What is the time complexity of binary search?,TrueFalse,2,0.476,0.524,63.0
4,84,2026,What is normalization in databases?,TrueFalse,2,0.476,0.524,84.0
2,132,3415,Which data structure uses LIFO?,TrueFalse,3,0.476,0.524,21.0
15,181,4583,Overfitting in ML means?,TrueFalse,3,0.476,0.524,63.0
2,106,2603,What is normalization in databases?,TrueFalse,1,0.476,0.524,42.0
13,80,1909,What does API stand for?,ShortAnswer,2,0.475,0.525,61.0
9,78,1819,What does API stand for?,ShortAnswer,2,0.475,0.525,59.0
1,128,3228,Which protocol is stateless?,ShortAnswer,2,0.475,0.525,59.0
1,184,4706,What is a foreign key?,TrueFalse,2,0.475,0.525,59.0
10,168,4368,Which is NOT a supervised learning algorithm?,TrueFalse,5,0.474,0.526,57.0
6,31,696,What is normalization in databases?,ShortAnswer,1,0.474,0.526,57.0
8,55,1241,What is the time complexity of binary search?,TrueFalse,2,0.474,0.526,38.0
6,30,680,Overfitting in ML means?,ShortAnswer,3,0.474,0.526,38.0
11,78,1807,Which OSI layer handles routing?,ShortAnswer,5,0.474,0.526,19.0
13,80,1905,Which data structure uses LIFO?,ShortAnswer,3,0.474,0.526,57.0
11,173,4444,Which protocol is stateless?,TrueFalse,1,0.474,0.526,97.0
9,78,1817,What is normalization in databases?,TrueFalse,2,0.473,0.527,74.0
5,63,1402,Which data structure uses LIFO?,ShortAnswer,5,0.472,0.528,36.0
11,4,95,What does API stand for?,TrueFalse,1,0.472,0.528,72.0
14,166,4295,What is a foreign key?,TrueFalse,2,0.471,0.529,51.0
5,106,2615,What is a deadlock?,TrueFalse,5,0.471,0.529,85.0
14,161,4160,Which data structure uses LIFO?,TrueFalse,3,0.47,0.53,100.0
13,48,1091,Which data structure uses LIFO?,ShortAnswer,5,0.468,0.532,62.0
7,94,2322,What is a deadlock?,TrueFalse,1,0.467,0.533,30.0
1,116,2928,What is normalization in databases?,TrueFalse,3,0.467,0.533,30.0
3,173,4426,What is the time complexity of binary search?,TrueFalse,1,0.466,0.534,73.0
12,13,233,Which data structure uses LIFO?,ShortAnswer,1,0.466,0.534,58.0
8,19,416,What is normalization in databases?,ShortAnswer,1,0.466,0.534,73.0
11,2,16,What is a foreign key?,TrueFalse,2,0.465,0.535,43.0
4,149,3832,Which algorithm underlies RSA?,TrueFalse,5,0.465,0.535,43.0
6,31,694,What is a foreign key?,TrueFalse,3,0.465,0.535,71.0
3,186,4777,What does OOP stand for?,ShortAnswer,3,0.465,0.535,43.0
7,20,435,Overfitting in ML means?,ShortAnswer,2,0.464,0.536,28.0
7,160,4148,What does API stand for?,TrueFalse,2,0.464,0.536,69.0
15,180,4530,Which data structure uses LIFO?,TrueFalse,2,0.463,0.537,54.0
14,16,282,Which protocol is stateless?,TrueFalse,5,0.463,0.537,41.0
13,80,1904,What does SQL stand for?,TrueFalse,2,0.463,0.537,67.0
10,168,4370,Overfitting in ML means?,TrueFalse,1,0.463,0.537,54.0
5,180,4544,What is normalization in databases?,TrueFalse,3,0.463,0.537,41.0
7,20,437,Which protocol is stateless?,ShortAnswer,2,0.462,0.538,26.0
2,132,3412,What is normalization in databases?,ShortAnswer,3,0.462,0.538,26.0
12,128,3202,Output of 2**3 in Python?,ShortAnswer,3,0.462,0.538,13.0
10,61,1371,Which is NOT a supervised learning algorithm?,TrueFalse,3,0.462,0.538,13.0
1,9,196,What is a foreign key?,ShortAnswer,5,0.462,0.538,52.0
8,19,5084,What is a foreign key?,TrueFalse,5,0.462,0.538,26.0
13,129,3322,What is normalization in databases?,ShortAnswer,1,0.462,0.538,52.0
10,61,1369,Which is NOT a supervised learning algorithm?,ShortAnswer,3,0.462,0.538,26.0
13,28,595,Which algorithm underlies RSA?,TrueFalse,3,0.462,0.538,78.0
3,173,4427,What is a foreign key?,TrueFalse,2,0.461,0.539,76.0
13,114,2862,Which protocol is stateless?,TrueFalse,1,0.46,0.54,63.0
7,114,2869,Which is NOT a supervised learning algorithm?,ShortAnswer,5,0.46,0.54,63.0
5,165,4275,What is a deadlock?,TrueFalse,1,0.459,0.541,61.0
11,32,733,What is the time complexity of binary search?,ShortAnswer,3,0.458,0.542,48.0
1,9,5334,What is the time complexity of binary search?,ShortAnswer,1,0.458,0.542,24.0
3,149,3825,What does OOP stand for?,ShortAnswer,2,0.458,0.542,24.0
4,74,1713,What is normalization in databases?,ShortAnswer,3,0.458,0.542,24.0
6,111,2757,Which data structure uses LIFO?,ShortAnswer,1,0.457,0.543,46.0
11,32,727,What is the time complexity of binary search?,ShortAnswer,2,0.457,0.543,46.0
4,23,487,Which data structure uses LIFO?,ShortAnswer,2,0.457,0.543,46.0
3,181,4620,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,2,0.457,0.543,46.0
2,155,4013,What is the time complexity of binary search?,TrueFalse,5,0.457,0.543,81.0
12,143,3603,Which OSI layer handles routing?,ShortAnswer,3,0.456,0.544,57.0
14,166,4303,What is a deadlock?,ShortAnswer,2,0.455,0.545,44.0
10,82,1999,What does API stand for?,ShortAnswer,2,0.455,0.545,44.0
14,181,4635,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,0.455,0.545,22.0
11,5,138,What does OOP stand for?,TrueFalse,1,0.455,0.545,22.0
5,61,1379,Which algorithm underlies RSA?,TrueFalse,1,0.455,0.545,33.0
14,60,1311,Overfitting in ML means?,TrueFalse,2,0.455,0.545,66.0
4,105,2565,Overfitting in ML means?,TrueFalse,3,0.455,0.545,66.0
11,53,1197,Overfitting in ML means?,TrueFalse,3,0.455,0.545,33.0
6,31,704,What does OOP stand for?,ShortAnswer,1,0.455,0.545,55.0
4,181,4596,Which is NOT a supervised learning algorithm?,ShortAnswer,3,0.455,0.545,33.0
13,56,5231,Overfitting in ML means?,ShortAnswer,5,0.455,0.545,33.0
3,186,4773,Which is NOT a supervised learning algorithm?,TrueFalse,2,0.452,0.548,62.0
12,48,1074,What is normalization in databases?,TrueFalse,3,0.452,0.548,42.0
3,173,4430,What does SQL stand for?,TrueFalse,5,0.451,0.549,71.0
6,68,1539,Which OSI layer handles routing?,TrueFalse,5,0.45,0.55,40.0
2,112,2808,What is a deadlock?,ShortAnswer,2,0.45,0.55,40.0
2,49,1101,Output of 2**3 in Python?,TrueFalse,1,0.45,0.55,20.0
5,103,2506,Overfitting in ML means?,ShortAnswer,5,0.45,0.55,60.0
9,87,2146,What is a foreign key?,ShortAnswer,2,0.45,0.55,40.0
4,105,2569,What does API stand for?,ShortAnswer,2,0.45,0.55,60.0
2,40,871,What is a foreign key?,TrueFalse,2,0.449,0.551,49.0
1,184,4709,What is a foreign key?,ShortAnswer,3,0.449,0.551,49.0
10,168,4360,Which OSI layer handles routing?,TrueFalse,2,0.448,0.552,58.0
8,19,415,What is normalization in databases?,ShortAnswer,1,0.446,0.554,74.0
13,28,604,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,0.446,0.554,56.0
1,65,5272,What does OOP stand for?,ShortAnswer,2,0.444,0.556,72.0
2,110,2718,Output of 2**3 in Python?,TrueFalse,2,0.444,0.556,27.0
8,148,3758,What does OOP stand for?,ShortAnswer,3,0.444,0.556,45.0
7,94,2323,What does SQL stand for?,MCQ,5,0.444,0.556,18.0
9,155,4045,What does SQL stand for?,TrueFalse,5,0.444,0.556,36.0
13,72,1653,Which data structure uses LIFO?,ShortAnswer,3,0.444,0.556,45.0
5,180,4545,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,0.444,0.556,18.0
2,176,4510,Which algorithm underlies RSA?,ShortAnswer,2,0.444,0.556,45.0
8,19,5079,Which data structure uses LIFO?,ShortAnswer,3,0.442,0.558,77.0
2,131,3398,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,3,0.442,0.558,43.0
1,128,3234,What does SQL stand for?,ShortAnswer,2,0.442,0.558,43.0
4,23,496,Which algorithm underlies RSA?,ShortAnswer,2,0.442,0.558,43.0
6,143,3624,What does OOP stand for?,TrueFalse,2,0.441,0.559,34.0
2,85,2041,What does OOP stand for?,TrueFalse,1,0.44,0.56,50.0
4,140,3511,What does API stand for?,ShortAnswer,5,0.439,0.561,41.0
2,99,2421,Overfitting in ML means?,TrueFalse,5,0.439,0.561,66.0
4,143,3608,Which is NOT a supervised learning algorithm?,TrueFalse,5,0.439,0.561,66.0
2,1,1,Which OSI layer handles routing?,TrueFalse,2,0.438,0.562,32.0
7,191,4926,What does OOP stand for?,TrueFalse,2,0.438,0.562,16.0
2,132,3414,What is a foreign key?,TrueFalse,1,0.438,0.562,32.0
1,123,3135,Output of 2**3 in Python?,TrueFalse,2,0.438,0.562,48.0
5,155,3995,Which is NOT a supervised learning algorithm?,TrueFalse,3,0.438,0.562,32.0
11,141,3568,What does SQL stand for?,ShortAnswer,2,0.436,0.564,55.0
2,40,866,What is the time complexity of binary search?,TrueFalse,2,0.436,0.564,39.0
9,114,2884,Which OSI layer handles routing?,TrueFalse,1,0.436,0.564,78.0
8,156,4058,Overfitting in ML means?,TrueFalse,5,0.436,0.564,78.0
14,166,4294,Which algorithm underlies RSA?,ShortAnswer,5,0.436,0.564,39.0
9,142,3589,Overfitting in ML means?,ShortAnswer,2,0.435,0.565,62.0
13,118,3014,What does SQL stand for?,TrueFalse,2,0.435,0.565,62.0
3,181,4621,Which data structure uses LIFO?,TrueFalse,3,0.434,0.566,53.0
