Id,QuizAttemptId,QuestionId,SelectedOptionId,WrittenAnswer,IsCorrect,MarksAwarded,InstructorFeedback
15755,1938,2757,,,1.0,0.7,
71804,8930,4139,12325.0,,0.0,0.0,Good effort.
69307,8612,4707,,I believe it is the first option.,0.0,1.9,Good effort.
11684,1453,799,2362.0,,0.0,0.0,Good effort.
35201,4367,3408,10185.0,,0.0,0.0,
78462,9780,1315,,,-1.0,0.0,
28894,3576,2085,6164.0,,1.0,3.0,
64463,8017,2444,,Stack overflow occurs when recursion is too deep.,1.0,0.0,
71875,8938,1535,4572.0,,1.0,2.0,
33341,4138,693,2041.0,,1.0,1.0,
11320,1405,2564,7643.0,,0.0,0.0,Good effort.
52892,6564,2719,8084.0,,0.0,0.0,Good effort.
15340,1891,4155,,I believe it is the first option.,1.0,0.5,Good effort.
88831,11063,3751,11200.0,,0.0,0.0,
238,28,5077,,I believe it is the first option.,0.0,0.0,
31479,3897,4165,12390.0,,0.0,0.0,
52025,6441,912,2729.0,,0.0,0.0,
28598,3540,433,1271.0,,1.0,5.0,Good effort.
61617,7671,1167,3482.0,,0.0,0.0,
23037,2822,597,1749.0,,0.0,0.0,
31629,3922,5075,15086.0,,0.0,0.0,
77237,9622,2147,6353.0,,1.0,5.0,
26461,3268,193,,,1.0,0.0,
77516,9663,4273,12735.0,,0.0,0.0,
70805,8798,3391,10135.0,,0.0,0.0,
75009,9347,2001,5917.0,,1.0,2.0,
55147,6859,4392,13109.0,,0.0,0.0,
19823,2445,436,1280.0,,1.0,2.0,
35346,4385,693,2040.0,,0.0,0.0,
84272,10490,1314,,I believe it is the first option.,-1.0,0.0,
25566,3152,4626,13748.0,,0.0,0.0,
49498,6140,5132,15259.0,,0.0,0.0,Good effort.
72185,8979,3179,9534.0,,0.0,0.0,
20237,2499,2459,,The answer relates to the concept discussed.,0.0,0.0,
7027,845,2885,8626.0,,0.0,0.0,
33066,4102,2939,8781.0,,1.0,100.0,
36489,4525,1406,4180.0,,0.0,0.0,
37391,4636,2985,8930.0,,0.0,0.0,Good effort.
24284,2981,2323,6905.0,,1.0,5.0,
32779,4065,961,2882.0,,0.0,0.0,Good effort.
16279,2008,1645,4907.0,,0.0,0.0,
85272,10617,183,553.0,,0.0,0.0,Good effort.
76017,9474,1751,5223.0,,1.0,1.0,
38237,4739,956,2867.0,,1.0,5.0,
53009,6580,4140,12332.0,,0.0,0.0,
49199,6106,3757,11224.0,,0.0,0.0,
80817,10051,2420,7206.0,,0.0,0.0,Good effort.
74352,9262,2867,8571.0,,0.0,0.0,
40346,4987,3961,11799.0,,0.0,0.0,
81597,10147,2882,8615.0,,0.0,0.0,
34029,4216,4598,13667.0,,0.0,0.0,
64150,7979,4443,,The answer relates to the concept discussed.,-1.0,0.0,
29566,3672,4924,14614.0,,1.0,1.0,
40215,4975,4731,14053.0,,1.0,2.0,
78487,9783,2304,6841.0,,0.0,0.0,
44096,5464,3414,10200.0,,1.0,1.0,
56111,6971,2097,6197.0,,0.0,0.0,
31909,3961,3131,9401.0,,1.0,2.0,
86721,10795,486,1430.0,,0.0,0.0,Good effort.
18594,2298,12,34.0,,1.0,3.0,
32085,3982,3078,9232.0,,0.0,0.0,
22057,2700,1579,4705.0,,0.0,0.0,
76374,9519,4000,11916.0,,1.0,3.0,
13864,1715,2001,5918.0,,0.0,0.0,
37637,4662,2617,7789.0,,1.0,5.0,
34551,4284,5132,15258.0,,0.0,0.0,
34413,4265,4621,13735.0,,0.0,0.0,Good effort.
49431,6132,2882,,,-1.0,0.0,
79093,9853,4008,11940.0,,1.0,1.0,
35305,4379,1185,,,-1.0,0.0,
44875,5567,3197,9591.0,,1.0,5.0,
21136,2589,762,2243.0,,0.0,0.0,
77353,9638,4132,12306.0,,1.0,2.0,
1834,220,2873,,,-1.0,3.7,
21200,2597,4436,13240.0,,1.0,1.0,
8801,1072,1822,,I believe it is the first option.,1.0,2.0,
37830,4684,4151,,Stack overflow occurs when recursion is too deep.,1.0,2.2,
83628,10413,3584,10724.0,,0.0,0.0,
62264,7749,1430,4264.0,,1.0,5.0,
88532,11027,1162,3465.0,,0.0,0.0,
77920,9711,4922,14610.0,,0.0,0.0,
77964,9718,476,1403.0,,1.0,3.0,
58413,7267,1122,3342.0,,0.0,0.0,
2000,246,5040,,,-1.0,0.0,Good effort.
71808,8931,5059,15032.0,,0.0,0.0,Good effort.
27051,3338,5084,15114.0,,0.0,0.0,Good effort.
62994,7844,565,1656.0,,1.0,3.0,
63732,7928,3738,11161.0,,0.0,0.0,
33096,4108,4276,12748.0,,0.0,0.0,
22434,2748,2558,7628.0,,1.0,2.0,
87780,10934,768,2264.0,,1.0,2.0,
41307,5103,5082,15108.0,,0.0,0.0,Good effort.
56478,7016,5038,14959.0,,0.0,0.0,
26102,3220,243,724.0,,0.0,0.0,
71737,8923,706,2075.0,,0.0,0.0,
2623,316,2403,7150.0,,1.0,3.0,Good effort.
66374,8244,4092,12187.0,,0.0,0.0,
30354,3766,2093,,,0.0,1.9,
76407,9524,2079,6142.0,,0.0,0.0,Good effort.
27670,3423,2935,8765.0,,0.0,0.0,
74527,9282,4093,12191.0,,0.0,0.0,
21496,2631,188,568.0,,0.0,0.0,
42887,5311,4149,12358.0,,0.0,0.0,
83717,10423,4667,13874.0,,1.0,5.0,
18685,2309,1745,5197.0,,0.0,0.0,
87116,10849,3191,9571.0,,1.0,5.0,
68820,8550,2506,,Stack overflow occurs when recursion is too deep.,1.0,2.5,
64979,8081,4447,,I believe it is the first option.,0.0,0.0,
32882,4080,3325,9935.0,,0.0,0.0,
48920,6072,3141,9426.0,,0.0,0.0,
10006,1231,1996,5904.0,,1.0,2.0,
5725,679,2511,7483.0,,0.0,0.0,
13466,1670,4718,14020.0,,0.0,0.0,
14440,1785,729,2152.0,,0.0,0.0,
11714,1456,4440,13253.0,,0.0,0.0,Good effort.
60314,7494,3588,10730.0,,0.0,0.0,
10415,1283,3410,,I believe it is the first option.,1.0,0.0,
9006,1102,3605,10775.0,,1.0,1.0,Good effort.
31525,3907,3131,9402.0,,0.0,0.0,
15628,1920,2995,8964.0,,0.0,0.0,
66467,8254,419,1230.0,,0.0,0.0,Good effort.
74374,9263,2876,8596.0,,0.0,0.0,
81995,10196,678,1996.0,,0.0,0.0,Good effort.
19627,2422,802,2373.0,,0.0,0.0,
73059,9088,4274,12741.0,,0.0,0.0,
58681,7306,5073,15078.0,,0.0,0.0,
32665,4050,2405,7155.0,,1.0,1.0,
15602,1918,3964,11809.0,,0.0,0.0,
12667,1576,3134,9410.0,,0.0,0.0,Good effort.
60353,7503,4486,13376.0,,1.0,3.0,
59194,7367,5064,15051.0,,0.0,0.0,Good effort.
76175,9498,3546,10599.0,,1.0,2.0,Good effort.
86637,10784,5002,14848.0,,0.0,0.0,
26218,3232,4006,11936.0,,1.0,1.0,Good effort.
36520,4528,425,1247.0,,1.0,3.0,Good effort.
79697,9922,5083,15109.0,,1.0,1.0,
47160,5855,4899,14538.0,,0.0,0.0,
1004,126,4092,12188.0,,1.0,2.0,
70792,8795,3737,11157.0,,0.0,0.0,Good effort.
72399,9008,2411,,,-1.0,0.0,Good effort.
65704,8156,3694,11033.0,,0.0,0.0,Good effort.
5038,598,703,2068.0,,0.0,0.0,Good effort.
25086,3090,3513,10488.0,,0.0,0.0,
14229,1762,4791,14217.0,,0.0,0.0,
4273,509,1194,3573.0,,0.0,0.0,
61910,7708,1823,,Binary search works on sorted arrays.,-1.0,0.6,
63416,7895,5326,,The answer relates to the concept discussed.,1.0,0.1,
26452,3268,184,558.0,,0.0,0.0,
38507,4770,3760,11230.0,,0.0,0.0,
88436,11015,3579,10705.0,,0.0,0.0,
74584,9292,271,812.0,,0.0,0.0,
65349,8117,489,1431.0,,0.0,0.0,
18777,2321,3736,,Binary search works on sorted arrays.,-1.0,1.1,
32707,4053,294,,I believe it is the first option.,0.0,0.3,
86843,10812,1131,,,-1.0,0.0,
48610,6034,1071,3206.0,,0.0,0.0,
39298,4858,1782,5322.0,,1.0,2.0,
7425,903,4277,12749.0,,0.0,0.0,
5811,690,2145,6352.0,,0.0,0.0,
12358,1536,4443,,Stack overflow occurs when recursion is too deep.,0.0,-0.7,
53213,6601,4594,13655.0,,0.0,0.0,
1417,173,4365,13026.0,,0.0,0.0,
55192,6868,2029,5998.0,,1.0,1.0,
30022,3719,2618,7795.0,,1.0,3.0,
1060,132,4633,13771.0,,1.0,1.0,
65585,8140,4622,,,-1.0,0.0,
58085,7227,2078,,Stack overflow occurs when recursion is too deep.,1.0,0.0,
4823,574,2514,7495.0,,1.0,1.0,
85057,10591,1695,5046.0,,0.0,0.0,
76633,9550,4730,14047.0,,1.0,-1.0,Good effort.
63961,7957,2243,6650.0,,0.0,0.0,
17925,2216,4898,14532.0,,0.0,0.0,Good effort.
31986,3971,1311,3913.0,,0.0,0.0,
63506,7904,765,,Stack overflow occurs when recursion is too deep.,0.0,0.6,Good effort.
46661,5787,4303,,Stack overflow occurs when recursion is too deep.,-1.0,0.0,Good effort.
79970,9953,2083,6155.0,,0.0,0.0,
65765,8164,3222,,,-1.0,0.0,
930,117,2,4.0,,1.0,3.0,
60787,7564,4524,13472.0,,0.0,0.0,
31524,3907,3130,9399.0,,1.0,2.0,
85642,10665,2027,,I believe it is the first option.,-1.0,0.0,
74136,9236,2803,8355.0,,0.0,0.0,
61558,7664,764,2251.0,,0.0,0.0,Good effort.
70814,8799,3393,10140.0,,0.0,0.0,
17907,2211,729,2150.0,,1.0,2.0,
73633,9167,3576,10695.0,,1.0,5.0,Good effort.
54851,6819,4954,14706.0,,0.0,0.0,
27111,3349,8,,Stack overflow occurs when recursion is too deep.,1.0,4.6,
48329,6001,1580,4710.0,,0.0,0.0,Good effort.
40264,4980,1092,3267.0,,0.0,0.0,
1977,243,3019,9040.0,,0.0,0.0,
34438,4270,1816,5398.0,,0.0,0.0,Good effort.
56488,7017,5035,14952.0,,0.0,0.0,
54759,6809,4583,13630.0,,0.0,0.0,
26164,3228,414,1223.0,,1.0,1.0,
80981,10072,2812,8385.0,,0.0,0.0,
37482,4646,1816,5399.0,,1.0,2.0,
55970,6955,2815,8394.0,,1.0,2.0,Good effort.
51245,6347,1654,4927.0,,0.0,0.0,Good effort.
57821,7189,1359,4056.0,,1.0,2.0,
40823,5045,4600,13672.0,,0.0,0.0,
37425,4639,1072,3210.0,,0.0,0.0,
9923,1222,4721,14025.0,,0.0,0.0,
20505,2529,2748,8180.0,,0.0,0.0,Good effort.
76906,9581,2507,7470.0,,0.0,0.0,
49682,6160,1610,4793.0,,0.0,0.0,
41428,5118,4489,13384.0,,0.0,0.0,
4379,522,1370,4086.0,,0.0,0.0,
6532,778,2097,6199.0,,1.0,1.0,
56347,6999,804,,Binary search works on sorted arrays.,1.0,0.0,
71123,8842,1499,4460.0,,0.0,0.0,Good effort.
26644,3289,3752,11204.0,,0.0,0.0,
5810,690,2144,6346.0,,1.0,2.0,
32650,4048,2303,,Binary search works on sorted arrays.,0.0,0.0,
75654,9428,2246,6662.0,,1.0,-1.0,
1254,149,278,835.0,,0.0,0.0,
85790,10688,767,2259.0,,0.0,0.0,Good effort.
34615,4293,3602,10770.0,,0.0,0.0,
27704,3426,2513,7492.0,,0.0,0.0,
56261,6988,1453,4325.0,,0.0,0.0,
39197,4845,3228,,Stack overflow occurs when recursion is too deep.,1.0,1.3,Good effort.
22312,2730,111,333.0,,1.0,-1.0,
76092,9487,1264,,Stack overflow occurs when recursion is too deep.,0.0,2.5,
51060,6323,5062,15046.0,,1.0,1.0,Good effort.
30463,3780,4401,13144.0,,0.0,0.0,
29164,3618,2059,6084.0,,1.0,1.0,Good effort.
12146,1509,1125,3351.0,,0.0,0.0,
25436,3133,2877,8599.0,,0.0,0.0,
69598,8655,863,2564.0,,1.0,2.0,
88319,11000,1790,,Stack overflow occurs when recursion is too deep.,0.0,1.8,Good effort.
52345,6484,564,1651.0,,1.0,3.0,
67929,8435,1225,3668.0,,0.0,0.0,
14240,1763,2397,7125.0,,0.0,0.0,
16326,2012,1678,4996.0,,0.0,0.0,
11034,1368,2616,7785.0,,0.0,0.0,
9034,1106,695,,I believe it is the first option.,1.0,0.5,
24129,2957,473,1395.0,,0.0,0.0,
19798,2442,2101,6211.0,,1.0,1.0,
60803,7566,2678,7958.0,,0.0,0.0,Good effort.
5322,635,4015,11959.0,,0.0,0.0,
2218,274,2895,8647.0,,0.0,0.0,
38972,4820,2090,6176.0,,0.0,0.0,
26006,3208,2872,8586.0,,1.0,1.0,
80641,10028,1910,5658.0,,1.0,2.0,
59211,7368,601,,The answer relates to the concept discussed.,1.0,0.0,
65436,8128,1710,5093.0,,0.0,0.0,Good effort.
62286,7752,497,,The answer relates to the concept discussed.,1.0,0.7,
67754,8415,3578,10702.0,,1.0,1.0,
38782,4800,16,46.0,,1.0,2.0,
87081,10845,3900,11624.0,,0.0,0.0,Good effort.
65381,8120,2681,,Binary search works on sorted arrays.,0.0,29.5,
86050,10717,1653,,Stack overflow occurs when recursion is too deep.,-1.0,0.0,Good effort.
35106,4356,1086,3256.0,,1.0,5.0,
3636,435,4369,13038.0,,0.0,0.0,
33416,4147,2204,,Binary search works on sorted arrays.,1.0,0.8,
76776,9566,5076,15091.0,,0.0,0.0,
19224,2382,415,,The answer relates to the concept discussed.,0.0,0.0,
24004,2940,1998,5909.0,,0.0,0.0,Good effort.
14662,1811,5035,14954.0,,1.0,3.0,
59316,7376,1088,3260.0,,1.0,3.0,
5573,663,4362,13016.0,,0.0,0.0,
28517,3531,2401,7143.0,,1.0,2.0,Good effort.
51397,6367,5034,14948.0,,0.0,0.0,
4546,541,3692,11026.0,,0.0,0.0,
19718,2432,1451,4317.0,,1.0,2.0,
40227,4977,3566,10663.0,,0.0,0.0,
8293,1006,4496,,,1.0,0.8,Good effort.
53942,6694,2509,7475.0,,0.0,0.0,
69875,8691,1819,,,1.0,2.0,
13145,1635,5041,14969.0,,1.0,5.0,Good effort.
61167,7610,2551,7611.0,,1.0,2.0,
25218,3108,1703,,I believe it is the first option.,0.0,0.0,
72315,8997,4641,13788.0,,1.0,5.0,
14540,1798,4525,13475.0,,1.0,3.0,
21350,2615,1097,3284.0,,0.0,0.0,Good effort.
33734,4183,2753,8198.0,,0.0,0.0,
22489,2755,2328,6921.0,,0.0,0.0,Good effort.
29271,3632,4586,13638.0,,0.0,0.0,
84688,10544,1087,3258.0,,1.0,100.0,Good effort.
57433,7143,1074,3215.0,,0.0,0.0,
7749,944,1088,3259.0,,0.0,0.0,Good effort.
31005,3846,4069,12107.0,,0.0,0.0,
45728,5676,649,,I believe it is the first option.,1.0,0.0,
3202,387,3573,10683.0,,1.0,1.0,
88905,11070,1665,4959.0,,0.0,0.0,
77467,9655,4055,12069.0,,0.0,0.0,
40899,5054,2874,8587.0,,1.0,2.0,Good effort.
17622,2174,4786,14210.0,,0.0,0.0,Good effort.
72759,9051,3199,,,-1.0,0.0,
86513,10769,1711,5095.0,,0.0,0.0,Good effort.
37804,4681,4722,14029.0,,1.0,2.0,Good effort.
27257,3367,4197,12494.0,,0.0,0.0,Good effort.
3549,424,1365,4076.0,,0.0,0.0,
35566,4411,962,2883.0,,0.0,0.0,
32418,4020,1698,5056.0,,0.0,0.0,Good effort.
65117,8093,4448,13270.0,,0.0,0.0,
85278,10617,189,572.0,,1.0,2.0,
44892,5569,1805,,Stack overflow occurs when recursion is too deep.,1.0,0.5,
73223,9108,2347,,,-1.0,0.0,
68878,8555,765,,Stack overflow occurs when recursion is too deep.,-1.0,0.0,
7225,875,873,2589.0,,0.0,0.0,
20151,2487,1122,3344.0,,1.0,2.0,
68702,8537,2514,7495.0,,1.0,1.0,Good effort.
26964,3329,2989,8939.0,,0.0,0.0,
17833,2200,470,1385.0,,1.0,2.0,
30825,3824,2003,5926.0,,1.0,3.0,Good effort.
9894,1218,2455,7306.0,,1.0,2.0,Good effort.
89005,11083,3695,11035.0,,1.0,2.0,Good effort.
34329,4252,3019,9038.0,,0.0,0.0,
44863,5566,1227,3674.0,,0.0,0.0,
46574,5778,4067,,Binary search works on sorted arrays.,0.0,0.7,
51710,6405,4719,14023.0,,0.0,0.0,
11164,1384,2872,8583.0,,0.0,0.0,
45672,5668,768,2263.0,,0.0,0.0,Good effort.
4715,561,485,,Binary search works on sorted arrays.,0.0,0.0,
46627,5783,1199,3587.0,,0.0,0.0,
26385,3259,2558,7628.0,,1.0,2.0,
28426,3519,2512,7489.0,,1.0,3.0,
34492,4278,3359,10041.0,,0.0,0.0,
84347,10502,1646,4910.0,,0.0,0.0,Good effort.
45483,5641,646,1893.0,,0.0,0.0,
51087,6325,4434,,,-1.0,0.0,
31285,3876,2443,,,-1.0,0.0,
33303,4131,603,1767.0,,0.0,0.0,
2667,319,1380,4105.0,,0.0,0.0,
53562,6647,4786,14209.0,,0.0,0.0,
26785,3306,2714,8068.0,,1.0,5.0,
775,100,2761,8222.0,,0.0,0.0,
76846,9574,196,,Binary search works on sorted arrays.,0.0,1.6,
8137,989,1820,5403.0,,0.0,0.0,
66095,8205,423,1241.0,,0.0,0.0,
30273,3756,3079,9238.0,,1.0,1.0,
15551,1914,598,1754.0,,0.0,0.0,
14773,1823,188,567.0,,0.0,0.0,
62063,7728,4920,14602.0,,0.0,0.0,
77039,9595,472,1394.0,,0.0,0.0,Good effort.
48006,5963,183,554.0,,0.0,0.0,
81092,10082,2574,,I believe it is the first option.,0.0,0.1,Good effort.
43901,5443,423,,,-1.0,0.0,
4857,578,1373,,I believe it is the first option.,0.0,0.0,
75436,9398,3764,11239.0,,1.0,2.0,
21777,2662,1319,,Stack overflow occurs when recursion is too deep.,1.0,0.7,
33599,4168,1128,3361.0,,1.0,2.0,
60927,7582,3227,9677.0,,1.0,2.0,
80450,10009,3190,9566.0,,0.0,0.0,Good effort.
28265,3500,1532,,,0.0,1.3,Good effort.
62034,7724,2745,8170.0,,0.0,0.0,Good effort.
28758,3558,3503,10466.0,,1.0,2.0,
67683,8405,5001,14845.0,,0.0,0.0,
54160,6725,4141,12333.0,,0.0,0.0,
24967,3077,4090,12179.0,,1.0,2.0,
15914,1958,47,146.0,,1.0,-1.0,
21267,2605,1128,3359.0,,0.0,0.0,Good effort.
18219,2249,1244,,Binary search works on sorted arrays.,0.0,0.0,
48055,5966,5129,,,-1.0,0.0,
26050,3212,2812,8383.0,,0.0,0.0,Good effort.
13697,1696,3192,9574.0,,0.0,0.0,
40477,5003,875,2598.0,,0.0,0.0,
16599,2045,442,1298.0,,1.0,2.0,Good effort.
48175,5979,3231,9689.0,,1.0,3.0,
12352,1535,3016,,Binary search works on sorted arrays.,0.0,1.0,
74778,9321,1362,4063.0,,0.0,0.0,
60103,7468,3391,10133.0,,1.0,1.0,
22230,2721,2439,,I believe it is the first option.,1.0,0.6,Good effort.
49755,6166,4303,,I believe it is the first option.,0.0,0.0,
78954,9840,4449,13272.0,,1.0,2.0,
47765,5931,2604,7744.0,,0.0,0.0,
12511,1558,726,2141.0,,1.0,3.0,
36729,4557,5060,15035.0,,1.0,3.0,
9480,1163,677,1992.0,,0.0,0.0,
58760,7317,4401,13145.0,,0.0,0.0,
42,8,862,,I believe it is the first option.,1.0,0.5,
5643,671,3231,9690.0,,0.0,0.0,
85531,10647,1503,4471.0,,0.0,0.0,Good effort.
4343,517,3082,9249.0,,0.0,0.0,
7162,864,4482,13367.0,,1.0,5.0,
36870,4577,2869,,The answer relates to the concept discussed.,0.0,0.0,
81465,10125,2082,6154.0,,0.0,0.0,Good effort.
4663,554,2564,7643.0,,0.0,0.0,Good effort.
57747,7176,4065,,,-1.0,1.6,
57800,7185,5132,15259.0,,0.0,0.0,
50713,6281,4637,13780.0,,0.0,0.0,
41498,5124,2885,8623.0,,1.0,5.0,
48431,6011,3357,10034.0,,0.0,0.0,Good effort.
2828,339,1807,,Stack overflow occurs when recursion is too deep.,0.0,0.0,Good effort.
71828,8932,5065,,The answer relates to the concept discussed.,-1.0,2.6,
49155,6102,4600,13671.0,,1.0,2.0,Good effort.
69680,8668,3569,10672.0,,0.0,0.0,
53439,6630,3138,,Binary search works on sorted arrays.,0.0,1.8,
74529,9282,4095,12199.0,,0.0,0.0,
24695,3039,3325,9936.0,,1.0,5.0,
11566,1438,1086,3256.0,,1.0,5.0,
52956,6571,1525,4543.0,,0.0,0.0,Good effort.
5157,615,3629,10833.0,,1.0,1.0,
10842,1342,3832,11433.0,,1.0,5.0,
26182,3229,419,1232.0,,0.0,0.0,
21128,2588,4393,13114.0,,0.0,0.0,
16635,2052,1087,3257.0,,0.0,0.0,
20752,2551,1434,,,1.0,0.0,
51403,6367,5040,14968.0,,0.0,0.0,
14571,1802,3193,9579.0,,0.0,0.0,Good effort.
35965,4463,2346,6969.0,,0.0,0.0,
23516,2875,2756,8207.0,,1.0,5.0,Good effort.
67285,8350,2618,,,-1.0,0.0,
51482,6377,1069,3198.0,,0.0,0.0,
25633,3158,4721,14025.0,,0.0,0.0,
57943,7208,2567,7652.0,,1.0,1.0,
64390,8009,688,2024.0,,0.0,0.0,
31519,3905,4952,14697.0,,1.0,5.0,
69068,8579,2204,,Binary search works on sorted arrays.,-1.0,1.0,Good effort.
60340,7500,4512,13438.0,,1.0,5.0,
34199,4237,4200,12503.0,,0.0,0.0,
71407,8882,764,2251.0,,0.0,0.0,
79149,9861,767,2257.0,,0.0,0.0,
51447,6373,3013,9019.0,,0.0,0.0,
27400,3383,2000,5915.0,,1.0,2.0,Good effort.
21152,2591,756,2223.0,,0.0,0.0,
79390,9890,2005,5931.0,,0.0,0.0,
72380,9006,4393,13116.0,,0.0,0.0,
39176,4843,1824,5410.0,,0.0,0.0,
24279,2980,4638,13783.0,,0.0,0.0,
56434,7009,1397,4154.0,,1.0,2.0,
60903,7580,2879,8603.0,,0.0,0.0,
49394,6128,4528,,Stack overflow occurs when recursion is too deep.,1.0,0.0,
26334,3254,2372,7051.0,,0.0,0.0,
45404,5633,1372,4091.0,,0.0,0.0,
26065,3213,2815,8394.0,,1.0,2.0,
70811,8798,3399,10157.0,,0.0,0.0,
8023,973,597,1748.0,,1.0,1.0,
55773,6934,1783,5325.0,,1.0,2.0,
83072,10337,6,19.0,,1.0,2.0,
38086,4720,4774,14176.0,,1.0,1.0,
85130,10599,3695,11035.0,,1.0,2.0,
36251,4498,4195,,,-1.0,0.0,
49601,6152,1074,3216.0,,1.0,3.0,
26658,3290,3512,10485.0,,1.0,2.0,
69279,8609,1068,,I believe it is the first option.,0.0,0.3,Good effort.
14323,1772,489,1432.0,,1.0,2.0,
30772,3818,437,,Binary search works on sorted arrays.,1.0,1.6,
14775,1823,190,,I believe it is the first option.,-1.0,0.7,
21206,2598,2306,6850.0,,1.0,1.0,
5532,659,3762,11233.0,,0.0,0.0,
31948,3965,1135,3387.0,,0.0,0.0,
56103,6971,2089,6171.0,,0.0,0.0,Good effort.
81925,10189,4489,,,-1.0,0.0,
1640,199,2873,,I believe it is the first option.,1.0,1.8,
36074,4475,2617,7791.0,,0.0,0.0,
35285,4377,130,383.0,,0.0,0.0,
63490,7903,759,2235.0,,0.0,0.0,
11748,1458,691,2035.0,,0.0,0.0,
31389,3886,1526,4548.0,,0.0,0.0,
36050,4472,3232,9693.0,,0.0,0.0,
34202,4238,1184,3535.0,,0.0,0.0,
79907,9946,4072,12117.0,,0.0,0.0,Good effort.
24569,3023,2745,,,-1.0,0.0,
45685,5671,4508,13432.0,,1.0,2.0,Good effort.
68923,8561,700,2057.0,,0.0,0.0,
69577,8652,3572,10679.0,,0.0,0.0,Good effort.
20028,2471,1748,5209.0,,0.0,0.0,
66302,8235,285,852.0,,0.0,0.0,
58426,7268,1128,3359.0,,0.0,0.0,Good effort.
12477,1554,2685,,,-1.0,0.0,
24833,3056,866,2573.0,,0.0,0.0,
33546,4162,1372,4089.0,,1.0,2.0,
28322,3508,4529,13481.0,,0.0,0.0,
67097,8327,179,539.0,,0.0,0.0,Good effort.
83284,10367,4280,12762.0,,1.0,3.0,
77076,9601,2935,8766.0,,0.0,0.0,
67408,8365,4748,,Stack overflow occurs when recursion is too deep.,-1.0,4.1,
9709,1190,2934,8762.0,,0.0,0.0,
56479,7016,5039,14963.0,,0.0,0.0,
27789,3437,1192,3563.0,,0.0,0.0,Good effort.
23473,2871,496,,Stack overflow occurs when recursion is too deep.,1.0,0.0,
88696,11046,1315,3922.0,,0.0,0.0,
29817,3699,3758,,The answer relates to the concept discussed.,0.0,0.0,
65440,8129,1704,5075.0,,0.0,0.0,Good effort.
75603,9422,1532,,Binary search works on sorted arrays.,1.0,1.4,
18057,2232,4057,12077.0,,0.0,0.0,
245,29,1154,3448.0,,0.0,0.0,
67205,8343,4273,12736.0,,0.0,0.0,
10492,1292,1267,3775.0,,0.0,0.0,
37039,4594,3627,10832.0,,0.0,0.0,
47114,5846,181,548.0,,0.0,0.0,
74641,9299,3136,9414.0,,0.0,0.0,
11300,1403,2570,7657.0,,1.0,2.0,Good effort.
16601,2045,444,1305.0,,0.0,0.0,
46409,5756,3549,10609.0,,1.0,2.0,
3078,370,2404,7153.0,,1.0,5.0,
54920,6830,2443,7274.0,,0.0,0.0,Good effort.
34277,4247,912,2730.0,,0.0,0.0,
67352,8360,1085,3252.0,,0.0,0.0,Good effort.
59505,7398,2170,,The answer relates to the concept discussed.,1.0,0.0,
55039,6847,4921,14608.0,,0.0,0.0,
78572,9794,2411,7169.0,,0.0,0.0,
32503,4032,4162,12386.0,,1.0,1.0,
19750,2435,4503,13418.0,,0.0,0.0,
6670,798,382,1132.0,,0.0,0.0,
6156,729,2994,8960.0,,1.0,3.0,Good effort.
63109,7863,1069,3198.0,,0.0,0.0,
64176,7984,1553,4631.0,,1.0,3.0,
82388,10245,4453,13286.0,,0.0,0.0,
85955,10707,2882,8615.0,,0.0,0.0,
60541,7523,1246,3728.0,,1.0,3.0,Good effort.
73921,9205,1260,,The answer relates to the concept discussed.,1.0,3.4,Good effort.
39106,4836,2509,7478.0,,0.0,0.0,
56499,7017,5046,14986.0,,0.0,0.0,Good effort.
65713,8157,2371,7049.0,,0.0,0.0,
7863,955,3758,,Binary search works on sorted arrays.,1.0,0.7,
77436,9650,5230,15543.0,,0.0,0.0,Good effort.
81357,10112,4583,13629.0,,1.0,3.0,
50920,6307,280,837.0,,1.0,2.0,
67845,8423,875,2598.0,,0.0,0.0,
17061,2110,4158,12377.0,,1.0,2.0,
86471,10765,3398,,The answer relates to the concept discussed.,0.0,0.7,
36342,4509,3514,10493.0,,0.0,0.0,
61389,7639,3018,9034.0,,0.0,0.0,
33567,4164,2927,8747.0,,0.0,0.0,Good effort.
42967,5322,733,,I believe it is the first option.,0.0,0.0,Good effort.
68522,8518,1265,3765.0,,1.0,1.0,
78069,9731,758,2234.0,,1.0,5.0,Good effort.
58663,7302,862,,Stack overflow occurs when recursion is too deep.,1.0,0.9,
65336,8115,4367,13033.0,,0.0,0.0,
69912,8694,413,,The answer relates to the concept discussed.,1.0,0.6,
7355,895,4061,12090.0,,0.0,0.0,
392,46,1231,,,-1.0,0.0,Good effort.
5421,646,4060,12085.0,,0.0,0.0,
18426,2274,107,317.0,,1.0,3.0,
64321,8003,3222,9660.0,,0.0,0.0,
64298,8001,1309,3905.0,,0.0,0.0,
1002,126,4090,12179.0,,1.0,2.0,
84304,10495,635,1861.0,,0.0,0.0,
15333,1890,4157,12375.0,,1.0,2.0,
44791,5551,2200,6509.0,,0.0,0.0,
17233,2128,3585,,Binary search works on sorted arrays.,1.0,0.7,
16182,1993,1656,4933.0,,1.0,2.0,
2866,343,2374,,,-1.0,0.0,
40839,5047,4295,12804.0,,1.0,-1.0,
81323,10107,3571,,I believe it is the first option.,1.0,1.6,
82457,10257,863,2564.0,,1.0,2.0,
